"category","sub_category","zh","en","slug","priority","status","source_key"
"AI·Agent","评测","人工评分器","Human Grader","human-grader","P1","candidate","OPENAI"
"AI·Agent","评测","延迟评测","Latency Evaluation","latency-evaluation","P1","candidate","OPENAI"
"AI·Agent","评测","模型评分器","Model Grader","model-grader","P1","candidate","OPENAI"
"AI·Agent","评测","通过失败评分","Pass Fail Grader","pass-fail-grader","P1","candidate","OPENAI"
"AI·Agent","上下文管理","上下文溢出","Context Overflow","context-overflow","P0","candidate","OPENAI"
"AI·Agent","上下文管理","对话状态","Conversation State","conversation-state","P0","candidate","OPENAI"
"AI·Agent","上下文管理","对话摘要","Conversation Summary","conversation-summary","P0","candidate","OPENAI"
"AI·Agent","上下文管理","令牌预算","Token Budget","token-budget","P0","candidate","OPENAI"
"AI·Agent","上下文管理","上下文裁剪","Context Pruning","context-pruning","P1","candidate","OPENAI"
"AI·Agent","上下文管理","上下文截断","Context Truncation","context-truncation","P1","candidate","OPENAI"
"AI·Agent","上下文管理","有状态调用","Stateful Invocation","stateful-invocation","P1","candidate","OPENAI"
"AI·Agent","上下文管理","无状态调用","Stateless Invocation","stateless-invocation","P1","candidate","OPENAI"
"AI·Agent","生成控制","JSON 模式","JSON Mode","json-mode","P0","candidate","OPENAI"
"AI·Agent","生成控制","最大输出令牌","Maximum Output Tokens","max-output-tokens","P0","candidate","OPENAI"
"AI·Agent","生成控制","输出模式","Output Schema","output-schema","P0","candidate","OPENAI"
"AI·Agent","生成控制","响应格式","Response Format","response-format","P0","candidate","OPENAI"
"AI·Agent","生成控制","约束解码","Constrained Decoding","constrained-decoding","P1","candidate","OPENAI"
"AI·Agent","生成控制","确定性输出","Deterministic Output","deterministic-output","P1","candidate","OPENAI"
"AI·Agent","生成控制","随机性","Sampling Randomness","sampling-randomness","P1","candidate","OPENAI"
"AI·Agent","生成控制","停止序列","Stop Sequence","stop-sequence","P1","candidate","OPENAI"
"AI·Agent","提示词工程","上下文工程","Context Engineering","context-engineering","P0","candidate","OPENAI"
"AI·Agent","提示词工程","提示词模板","Prompt Template","prompt-template","P0","candidate","ANTHROPIC"
"AI·Agent","提示词工程","提示词变量","Prompt Variable","prompt-variable","P0","candidate","ANTHROPIC"
"AI·Agent","提示词工程","示例驱动提示","Example-driven Prompting","example-driven-prompting","P1","candidate","ANTHROPIC"
"AI·Agent","提示词工程","提示词链","Prompt Chaining","prompt-chaining","P1","candidate","ANTHROPIC"
"AI·Agent","提示词工程","提示词路由","Prompt Routing","prompt-routing","P1","candidate","ANTHROPIC"
"AI·Agent","提示词工程","提示词版本","Prompt Versioning","prompt-versioning","P1","candidate","OPENAI"
"AI·Agent","智能体架构","智能体运行","Agent Run","agent-run","P0","candidate","OPENAI"
"AI·Agent","智能体架构","智能体步骤","Agent Step","agent-step","P0","candidate","OPENAI"
"AI·Agent","智能体架构","智能体工作流","Agentic Workflow","agentic-workflow","P0","candidate","OPENAI"
"AI·Agent","智能体架构","人工审批","Human Approval","human-approval","P0","candidate","MCP"
"AI·Agent","智能体架构","多智能体","Multi-agent","multi-agent","P0","candidate","OPENAI"
"AI·Agent","智能体架构","重试策略","Retry Policy","retry-policy","P0","candidate","OPENAI"
"AI·Agent","智能体架构","停止条件","Stopping Condition","stopping-condition","P0","candidate","OPENAI"
"AI·Agent","智能体架构","智能体委派","Agent Delegation","agent-delegation","P1","candidate","OPENAI"
"AI·Agent","智能体架构","智能体轨迹","Agent Trace","agent-trace","P1","candidate","OPENAI"
"AI·Agent","智能体架构","确定性工作流","Deterministic Workflow","deterministic-workflow","P1","candidate","OPENAI"
"AI·Agent","智能体架构","路由智能体","Router Agent","router-agent","P1","candidate","OPENAI"
"AI·Agent","智能体架构","监督者智能体","Supervisor Agent","supervisor-agent","P1","candidate","OPENAI"
"AI·Agent","智能体架构","工作者智能体","Worker Agent","worker-agent","P1","candidate","OPENAI"
"AI·Agent","MCP","MCP 能力协商","MCP Capability Negotiation","mcp-capability-negotiation","P1","candidate","MCP"
"AI·Agent","MCP","MCP 引导交互","MCP Elicitation","mcp-elicitation","P1","candidate","MCP"
"AI·Agent","MCP","MCP 资源模板","MCP Resource Template","mcp-resource-template","P1","candidate","MCP"
"AI·Agent","MCP","MCP 根目录","MCP Roots","mcp-roots","P1","candidate","MCP"
"AI·Agent","MCP","MCP 列表变更通知","MCP List Changed Notification","mcp-list-changed-notification","P2","candidate","MCP"
"AI·Agent","MCP","MCP 日志","MCP Logging","mcp-logging","P2","candidate","MCP"
"AI·Agent","MCP","MCP 进度通知","MCP Progress Notification","mcp-progress-notification","P2","candidate","MCP"
